show_id,type,title,director,country,date_added,release_year,rating,duration,genre,description,year_added,month_added,season_count
s5178,Movie,The Killer,Marcelo Galvão,Brazil,2017-11-10,2017,TV-MA,100,Action & Adventure,"In lawless badlands, reclusive Cabeleira sets out to discover the fate of his gunman father and grows to be a feared assassin himself.",2017,11,
s5180,Movie,Jerry Seinfeld: Comedian,Christian Charles,United States,2017-11-07,2002,R,81,Documentaries,Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.,2017,11,
s5182,Movie,The Journey Is the Destination,Bronwen Hughes,United States,2017-11-07,2016,R,123,Dramas,Spirited 22-year-old activist and photojournalist Dan Eldon rushes to the frontline of a dangerous relief effort for Somalian refugees in this biopic.,2017,11,
s5184,Movie,Mubarakan,Anees Bazmee,India,2017-11-05,2017,PG-13,153,Comedies,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.",2017,11,
s5185,TV Show,Akulah Balqis,Pali Yahya,Missing,2017-11-03,2015,TV-14,,International TV Shows,"A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.",2017,11,1
s5187,Movie,Bandie,Alo Sarkar,India,2017-11-01,1978,TV-PG,141,Action & Adventure,"Heirless Maharaj Brajbhan leaves his throne to his cousin Vikram, but when Brajbhan's wife, Badi Rani, finally conceives, Vikram plots to destroy her.",2017,11,
s5188,Movie,Getaway Plan,Iñaki Dorronsoro,Spain,2017-11-01,2016,TV-MA,104,International Movies,Professional burglar and blowtorch expert Víctor is recruited by the Russian mafia to break into a vault as part of an elaborate bank heist.,2017,11,
s5189,Movie,Hajwala: The Missing Engine,"Ali Bin Matar, Ibrahim Bin Mohamed",United Arab Emirates,2017-11-01,2016,TV-PG,97,Action & Adventure,A competitive streetcar racer's obsession with winning drive him to develop a vehicle with an innovative engine that's never been used before.,2017,11,
s5190,Movie,Pettersson and Findus 2,Ali Samadi Ahadi,Germany,2017-11-01,2016,TV-G,82,Children & Family Movies,"Christmas is just around the corner, but Pettersson and Findus are worried the snowy weather (and lack of a tree) may keep them from celebrating.",2017,11,
s5191,Movie,The Bittersweet,D Ho,China,2017-11-01,2017,TV-MA,98,Action & Adventure,"As a killer stalks the streets, a troubled young courier suspects that a doctor may be the long-lost sister he hasn't seen since childhood.",2017,11,
s5197,Movie,Judah Friedlander: America Is the Greatest Country in the United States,Judah Friedlander,United States,2017-10-31,2017,TV-MA,84,Stand-Up Comedy,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1.",2017,10,
s5198,Movie,The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,United States,2017-10-31,2016,R,76,Documentaries,"Filmmaker Errol Morris probes the life, work and studio of his pal Elsa Dorfman, a Polaroid photographer who's shot luminaries and regular folk alike.",2017,10,
s5199,Movie,SPF-18,Alex Israel,United States,2017-10-30,2017,PG-13,75,Dramas,The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.,2017,10,
s5200,Movie,Pup Star: Better 2Gether,Robert Vince,Canada,2017-10-28,2017,PG,93,Children & Family Movies,Returning Pup Star champ Tiny has her Yorkie paws full after an evil rival replaces her with street dog Scrappy during the national competition.,2017,10,
s5202,Movie,Joan Didion: The Center Will Not Hold,Griffin Dunne,United States,2017-10-27,2017,TV-14,98,Documentaries,"Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, Griffin Dunne.",2017,10,
s5203,Movie,Strange Weather,Katherine Dieckmann,United States,2017-10-26,2016,R,91,Dramas,"A grieving mother takes a road trip with her friend to confront the man who, she believes, stole her late son's business idea to get rich.",2017,10,
s5204,Movie,The Hateful Eight,Quentin Tarantino,United States,2017-10-25,2015,R,168,Action & Adventure,"Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.",2017,10,
s5205,Movie,Jack Whitehall: At Large,Brian Klein,United Kingdom,2017-10-24,2017,TV-MA,68,Stand-Up Comedy,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson.",2017,10,
s5208,Movie,1922,Zak Hilditch,United States,2017-10-20,2017,TV-MA,103,Dramas,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.",2017,10,
s5212,Movie,Wheelman,Jeremy Rush,United States,2017-10-20,2017,TV-MA,82,Action & Adventure,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,2017,10,
s5213,Movie,Wedding Unplanned,Reem Kherici,France,2017-10-19,2017,TV-MA,94,Comedies,"Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!",2017,10,
s5214,Movie,Patton Oswalt: Annihilation,Bobcat Goldthwait,United States,2017-10-17,2017,TV-MA,66,Stand-Up Comedy,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",2017,10,
s5215,Movie,Baadshaho,Milan Luthria,India,2017-10-16,2017,TV-14,135,Action & Adventure,"In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures.",2017,10,
s5218,Movie,Lucknow Central,Ranjit Tiwari,India,2017-10-16,2017,TV-14,144,Dramas,"After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.",2017,10,
s5219,Movie,Belief: The Possession of Janet Moses,David Stubbs,New Zealand,2017-10-15,2015,TV-MA,90,Documentaries,"This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.",2017,10,
s5221,Movie,Singapore,Shakti Samanta,"India, Malaysia",2017-10-15,1960,TV-PG,158,Comedies,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",2017,10,
s5223,Movie,Blessed Benefit,Mahmoud al Massad,"Germany, Jordan, Netherlands",2017-10-13,2016,TV-14,83,Comedies,"After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside.",2017,10,
s5224,Movie,Clair Obscur,Yesim Ustaoglu,"Turkey, France, Germany, Poland",2017-10-13,2016,TV-MA,102,Dramas,"While examining a young woman who has just murdered her husband and mother-in-law, a psychiatrist begins to reflect on her own marriage.",2017,10,
s5225,Movie,"El Especial de Alex Fernández, el Especial",Jan Suter,Mexico,2017-10-13,2017,TV-MA,52,Stand-Up Comedy,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.",2017,10,
s5227,Movie,The Babysitter,McG,United States,2017-10-13,2017,TV-MA,85,Comedies,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.",2017,10,
s5228,Movie,The Meyerowitz Stories (New and Selected),Noah Baumbach,United States,2017-10-13,2017,TV-MA,113,Comedies,Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father – and his fading legacy.,2017,10,
s5229,Movie,Barakah Meets Barakah,Mahmoud Sabbagh,Saudi Arabia,2017-10-12,2016,TV-MA,88,Comedies,A laid-back civil servant and wealthy video blogger struggle to make it as a modern couple amid strict Saudi social conventions.,2017,10,
s5230,Movie,Bomb Scared,Borja Cobeaga,Spain,2017-10-12,2017,TV-MA,89,Comedies,"In this dark comedy, a dysfunctional group of wannabe Basque terrorists awaits word about a new mission while Spain makes a run at the World Cup title.",2017,10,
s5231,Movie,Christina P: Mother Inferior,Jay Karas,United States,2017-10-10,2017,TV-MA,59,Stand-Up Comedy,"Christina Pazsitzky hits Seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth.",2017,10,
s5235,Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,United States,2017-10-03,2017,TV-MA,66,Stand-Up Comedy,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.",2017,10,
s5236,Movie,26 Years,Geun-hyun Cho,South Korea,2017-10-01,2012,TV-MA,135,Dramas,"Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.",2017,10,
s5239,Movie,For Your Own Good,Carlos Therón,Spain,2017-10-01,2017,TV-MA,93,Comedies,"Three brothers-in-law join forces to secretly drive away their daughters' undesirable boyfriends: anarchist Álex, bad-boy Dani and playboy Ernesto.",2017,10,
s5242,Movie,Ghost Patrol,Karen J. Lloyd,Canada,2017-10-01,2016,TV-Y7,47,Children & Family Movies,Two kids and their pet dog (aka the Ghost Patrol) get a call about an old manor and soon find they are investigating their first real haunted house.,2017,10,
s5249,Movie,The Lion Woman,Vibeke Idsøe,"Norway, Germany",2017-10-01,2016,TV-14,118,Dramas,A girl born with a condition that causes abnormal hair growth across her body tries to cope with the challenges of being different.,2017,10,
s5250,Movie,Verónica,"Carlos Algara, Alejandro Martinez-Beltran",Mexico,2017-10-01,2017,TV-MA,81,Dramas,"A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin, where the women test each other's boundaries.",2017,10,
s5253,Movie,Gerald's Game,Mike Flanagan,United States,2017-09-29,2017,TV-MA,103,Horror Movies,"When her husband's sex game goes wrong, Jessie – handcuffed to a bed in a remote lake house – faces warped visions, dark secrets and a dire choice.",2017,9,
s5256,Movie,Our Souls at Night,Ritesh Batra,United States,2017-09-29,2017,TV-14,103,Dramas,"After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom.",2017,9,
s5261,Movie,Much Loved,Nabil Ayouch,"France, Morocco",2017-09-27,2015,TV-MA,104,Dramas,Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.,2017,9,
s5262,Movie,Def Comedy Jam 25,Louis J. Horvitz,United States,2017-09-26,2017,TV-MA,82,Stand-Up Comedy,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam.""",2017,9,
s5265,Movie,Swearnet: The Movie,Warren P. Sonoda,Canada,2017-09-24,2014,NC-17,112,Comedies,"After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences.",2017,9,
s5266,Movie,The Bar,Álex de la Iglesia,"Spain, Argentina",2017-09-24,2017,TV-MA,102,Comedies,Strangers holed up in a Madrid bar after witnessing a murder begin to turn on each other as panic sets in and the body count rises.,2017,9,
s5267,Movie,Gaga: Five Foot Two,Chris Moukarbel,United States,2017-09-22,2017,TV-MA,101,Documentaries,"Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.",2017,9,
s5268,Movie,The Bad Batch,Ana Lily Amirpour,United States,2017-09-22,2016,R,119,Dramas,"Banished to a wasteland of undesirables, a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals.",2017,9,
s5269,Movie,Jerry Before Seinfeld,Michael Bonfiglio,United States,2017-09-19,2017,TV-14,62,Stand-Up Comedy,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy.",2017,9,
s5270,Movie,Barbie Dolphin Magic,Conrad Helten,"United States, Canada",2017-09-18,2017,TV-Y,64,Children & Family Movies,"While visiting Ken and exploring a coral reef, Barbie and her sisters make an amazing discovery and meet a mysterious new friend.",2017,9,
s5271,Movie,First They Killed My Father,Angelina Jolie,"Cambodia, United States",2017-09-15,2017,TV-MA,137,Dramas,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,2017,9,
s5274,Movie,Ghost of the Mountains,Ben Wallis,United States,2017-09-13,2017,G,78,Children & Family Movies,An international group of filmmakers sets out on a mission to get up close and personal with a family of elusive snow leopards.,2017,9,
s5277,Movie,Jeff Dunham: Relative Disaster,Michael Simon,United States,2017-09-12,2017,TV-MA,71,Stand-Up Comedy,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.,2017,9,
s5278,Movie,#realityhigh,Fernando Lebrija,United States,2017-09-08,2017,TV-14,99,Comedies,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",2017,9,
s5280,Movie,Fabrizio Copano: Solo pienso en mi,"Rodrigo Toro, Francisco Schultz",Chile,2017-09-08,2017,TV-MA,60,Stand-Up Comedy,"Fabrizio Copano takes audience participation to the next level in this stand-up set while reflecting on sperm banks, family WhatsApp groups and more.",2017,9,
s5282,Movie,Joaquín Reyes: Una y no más,José Miguel Contreras,Missing,2017-09-08,2017,TV-MA,78,Stand-Up Comedy,"Comedian and celebrity impersonator Joaquín Reyes decides to be his zesty self for a night of stories about buses, bathroom habits, royalty and more.",2017,9,
s5283,Movie,Carrie Pilby,Susan Johnson,United States,2017-09-05,2016,TV-MA,98,Comedies,"A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date.",2017,9,
s5284,Movie,Marc Maron: Too Real,Lynn Shelton,United States,2017-09-05,2017,TV-MA,70,Stand-Up Comedy,"Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world.",2017,9,
s5291,Movie,Aakhri Adaalat,Rajiv Mehra,India,2017-09-01,1988,TV-14,148,Action & Adventure,An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.,2017,9,
s5293,Movie,Berserk: The Golden Age Arc II - The Battle for Doldrey,Toshiyuki Kubooka,Japan,2017-09-01,2012,TV-MA,92,Action & Adventure,"For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.",2017,9,
s5294,Movie,Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,Japan,2017-09-01,2013,TV-MA,107,Action & Adventure,"A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.",2017,9,
s5295,Movie,Brother's Shadow,Todd S. Yellin,United States,2017-09-01,2006,TV-MA,90,Dramas,"After serving time in jail, a disgraced son returns to the family business in New York, where he struggles to fill the shoes of his late twin brother.",2017,9,
s5297,Movie,Ek Jaan Hain Hum,Rajiv Mehra,India,2017-09-01,1983,TV-14,151,Dramas,"While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense.",2017,9,
s5301,Movie,Khoon Khoon,Mohammed Hussain,India,2017-09-01,1973,TV-14,132,Action & Adventure,"As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of “Dirty Harry.”",2017,9,
s5303,Movie,Little Evil,Eli Craig,United States,2017-09-01,2017,TV-MA,95,Comedies,"In this horror-comedy, a recently married man who wants to bond with his stepson begins to fear that the boy is a demon.",2017,9,
s5304,Movie,Manoranjan,Shammi Kapoor,India,2017-09-01,1974,TV-14,162,Comedies,"After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets.",2017,9,
s5305,Movie,Mujrim,Umesh Mehra,India,2017-09-01,1989,TV-14,163,Action & Adventure,"Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection.",2017,9,
s5307,Movie,Offline - Das leben ist kein bonuslevel,Florian Schnell,Germany,2017-09-01,2016,TV-MA,89,Action & Adventure,Competitive gamer Jan finds his life thrown for a loop when his bitter rival hacks his identity just before a high-stakes tournament.,2017,9,
s5309,Movie,Rocco,"Thierry Demaizière, Alban Teurlai",France,2017-09-01,2016,TV-MA,103,Documentaries,Italian porn star Rocco Siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera.,2017,9,
s5310,Movie,Sohni Mahiwal,"Latif Faiziyev, Umesh Mehra","India, Soviet Union",2017-09-01,1984,TV-14,160,Dramas,"After being violently separated from the woman he loves, a young man must disguise himself in order to keep meeting her.",2017,9,
s5311,Movie,The Distinguished Citizen,"Gastón Duprat, Mariano Cohn","Argentina, Spain",2017-09-01,2016,TV-MA,113,Comedies,"Worried he’s lost his artistic edge, a wealthy expat novelist returns to his backwater hometown in Argentina, where he’s regarded as a local hero.",2017,9,
s5312,Movie,The Guardian Brothers,Gary Wang,China,2017-09-01,2016,TV-G,86,Children & Family Movies,"When a Chinese family's soup shop is targeted for sabotage by a competitor, two guardians from the spirit world leave retirement to protect them.",2017,9,
s5313,Movie,The Last Shaman,Raz Degan,"United Kingdom, Italy, Israel, Peru, United States",2017-09-01,2016,TV-14,83,Documentaries,"In a last-ditch effort to prevent suicide, a clinically depressed young man travels to the Amazon to engage in an ancient hallucinatory ritual.",2017,9,
s5314,Movie,The Lost Brother,Israel Adrián Caetano,"Argentina, Uruguay, Spain, France",2017-09-01,2017,TV-MA,113,Dramas,"While settling the affairs of his murdered mother and brother, a man partners with a local thug in a life insurance scam, putting him on a dark path.",2017,9,
s5315,Movie,Todo Sobre El Asado,"Mariano Cohn, Gastón Duprat",Argentina,2017-09-01,2016,TV-MA,86,Documentaries,"This quirky examination of Argentina's culture, customs and cuisine slices into the country's traditional barbecue – which is both meal and ritual.",2017,9,
s5316,Movie,Ryan Hamilton: Happy Face,Marcus Raboy,United States,2017-08-29,2017,TV-14,57,Stand-Up Comedy,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.",2017,8,
s5317,Movie,Buster's Mal Heart,Sarah Adina Smith,United States,2017-08-26,2016,TV-MA,98,Independent Movies,"On the run from authorities, a troubled man recalls the mysterious events – and the strange drifter – that inspired his unusual transformation.",2017,8,
s5318,Movie,Berlin Syndrome,Cate Shortland,Australia,2017-08-25,2017,R,116,International Movies,What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.,2017,8,
s5319,Movie,Death Note,Adam Wingard,United States,2017-08-25,2017,TV-MA,100,Horror Movies,"Light Turner finds a supernatural notebook and uses it to mete out death, attracting the attention of a detective, a demon and a girl in his class.",2017,8,
s5320,Movie,Lynne Koplitz: Hormonal Beast,Marcus Raboy,United States,2017-08-22,2017,TV-MA,51,Stand-Up Comedy,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want.",2017,8,
s5323,Movie,Undefeated,"Daniel Lindsay, T.J. Martin",United States,2017-08-18,2011,PG-13,113,Documentaries,An inspirational profile of an inner-city high school football team's valiant effort to reach the school's first-ever playoff game.,2017,8,
s5324,Movie,What Happened to Monday,Tommy Wirkola,"United Kingdom, France, United States, Belgium",2017-08-18,2017,TV-MA,124,Action & Adventure,"In a future with a strict one-child policy, six septuplets must avoid government detection while searching for their missing sister.",2017,8,
s5326,Movie,Brad Paisley's Comedy Rodeo,Jay Chapman,United States,2017-08-15,2017,TV-MA,63,Music & Musicals,"Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield.",2017,8,
s5327,Movie,Colin Quinn: Unconstitutional,Jay Chapman,United States,2017-08-15,2015,TV-MA,56,Stand-Up Comedy,New York comedian Colin Quinn writes and stars in this live one-man stage show that dissects and deconstructs U.S. constitutional history.,2017,8,
s5329,Movie,The Outcasts,Peter Hutchings,United States,2017-08-14,2017,TV-14,94,Comedies,"After failing to strike a truce with their school's queen bee, two misfit best friends lead a nerd uprising that turns social hierarchy on its head.",2017,8,
s5330,Movie,Chocolate City: Vegas Strip,Jean-Claude La Marre,United States,2017-08-12,2017,TV-MA,90,Dramas,"The exotic dancers from Chocolate City get back together for a trip to Las Vegas and a chance at $500,000 in prize money.",2017,8,
s5331,Movie,Los Herederos,Jorge Hernandez Aldana,Mexico,2017-08-12,2015,TV-MA,71,Dramas,"Spurred by boredom and peer pressure, a group of suburban teens becomes increasingly violent and find their paths intersecting those of their parents.",2017,8,
s5332,Movie,Naked,Michael Tiddes,United States,2017-08-11,2017,TV-14,97,Comedies,"Rob's madly in love and about to be married. Unfortunately, he's also naked, stuck in an elevator and caught in a time loop.",2017,8,
s5333,Movie,Demonic,Will Canon,United States,2017-08-10,2015,R,83,Horror Movies,"When amateur ghost hunters visit an abandoned house, their investigation turns into a massacre, leaving questions for a detective and a psychologist.",2017,8,
s5334,Movie,The Saint,Ernie Barbarash,United States,2017-08-10,2017,TV-14,92,Action & Adventure,"Master thief Simon Templar – also known as the Saint – is hired by a wealthy banker to find his kidnapped daughter, but not all is as it seems.",2017,8,
s5335,Movie,Baahubali 2: The Conclusion (Hindi Version),S.S. Rajamouli,India,2017-08-07,2017,TV-MA,165,Action & Adventure,"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Hindi conclusion to the historic saga.",2017,8,
s5336,Movie,Baahubali 2: The Conclusion (Malayalam Version),S.S. Rajamouli,Missing,2017-08-07,2017,TV-14,166,Action & Adventure,"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Malayalam conclusion to the historic saga.",2017,8,
s5337,Movie,Baahubali 2: The Conclusion (Tamil Version),S.S. Rajamouli,Missing,2017-08-07,2017,TV-MA,166,Action & Adventure,"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Tamil conclusion to the historic saga.",2017,8,
s5338,Movie,Baahubali: The Beginning (Hindi Version),S.S. Rajamouli,India,2017-08-07,2015,TV-14,159,Action & Adventure,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Hindi version of S.S. Rajamouli's epic.,2017,8,
s5339,Movie,Baahubali: The Beginning (Malayalam Version),S.S. Rajamouli,Missing,2017-08-07,2015,TV-14,160,Action & Adventure,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Malayalam version of S.S. Rajamouli's epic.,2017,8,
s5340,Movie,Baahubali: The Beginning (Tamil Version),S.S. Rajamouli,Missing,2017-08-07,2015,TV-14,159,Action & Adventure,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Tamil version of S.S. Rajamouli's epic.,2017,8,
s5341,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,Rob Silvestri,United States,2017-08-06,2015,TV-Y7,22,Children & Family Movies,"When Ultron seizes control of Iron Man's armor, the Avengers race to save their friend and stop an evil plot to take over the world.",2017,8,
s5342,Movie,Enter the Warriors Gate,Matthias Hoene,"France, Canada, China, Cambodia",2017-08-05,2016,PG-13,105,Action & Adventure,"An avid gamer is magically transported to ancient China, where he must become a warrior in order to save the princess from an evil warlord.",2017,8,
s5343,Movie,Alan Saldaña: Mi vida de pobre,"Raúl Campos, Jan Suter",Mexico,2017-08-04,2017,TV-MA,54,Stand-Up Comedy,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.,2017,8,
s5344,Movie,Icarus,Bryan Fogel,United States,2017-08-04,2017,TV-MA,121,Documentaries,An American filmmaker and cyclist unwittingly wades into a global scandal when a Russian scientist leaks shocking details of a vast doping conspiracy.,2017,8,
s5345,Movie,Message from the King,Fabrice Du Welz,"United Kingdom, France, Belgium, United States",2017-08-04,2017,R,103,Independent Movies,"On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles.",2017,8,
s5347,Movie,The Invisible Guardian,Fernando González Molina,"Spain, Germany",2017-08-03,2017,TV-MA,129,International Movies,"When an FBI-trained cop returns to her Navarre hometown to catch a killer targeting local teens, she must also face personal demons from her past.",2017,8,
s5352,Movie,Handsome Devil,John Butler,Ireland,2017-08-01,2016,TV-MA,95,Comedies,"A self-described outsider is sent to a rugby-obsessed boarding school, where he forms an unexpected bond with the star player.",2017,8,
s5354,Movie,Jessica Darling's It List,Ali Scher,United States,2017-08-01,2016,TV-Y,80,Children & Family Movies,"Armed with popularity tips from her beautiful older sister, precocious Jessica Darling prepares to navigate the treacherous world of seventh grade.",2017,8,
s5358,Movie,Maz Jobrani: Immigrant,Maz Jobrani,Missing,2017-08-01,2017,TV-14,67,Stand-Up Comedy,"Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more.",2017,8,
s5359,Movie,Opening Night,Isaac Rentz,United States,2017-08-01,2016,TV-MA,84,Comedies,"Once a rising star on Broadway, Nick is now the perennially pestered production manager for a new musical dedicated to rock music's one-hit wonders.",2017,8,
s5360,Movie,Raising the Bar,Clay Glen,Australia,2017-08-01,2016,TV-Y,97,Children & Family Movies,A teenager who gave up her spot in an elite U.S. gymnastics program when her family moved to Australia enters a competition to help a new friend.,2017,8,
s5362,Movie,The Blind Christ,Christopher Murray,"Chile, France",2017-08-01,2016,TV-MA,86,Dramas,A man claiming he had a divine revelation as a child treks across the Chilean desert to perform a miracle on a friend badly injured in a remote town.,2017,8,
s5365,Movie,Un plus une,Claude Lelouch,France,2017-08-01,2015,TV-MA,114,Comedies,"A womanizing musician travels to India, where he composes a Bollywood film score and unexpectedly falls for the wife of the French ambassador.",2017,8,
s5369,Movie,The Incredible Jessica James,Jim Strouse,United States,2017-07-28,2017,TV-MA,84,Comedies,"Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.",2017,7,
s5370,Movie,Joe Mande’s Award-Winning Comedy Special,Daniel Gray Longino,United States,2017-07-25,2017,TV-MA,67,Stand-Up Comedy,"Stand-up comic Joe Mande aims for critical adulation with this special that covers dating shows, ""Shark Tank,"" Jewish summer camp and much more.",2017,7,
s5372,Movie,Aditi Mittal: Things They Wouldn't Let Me Say,Fazila Allana,India,2017-07-18,2017,TV-MA,63,Stand-Up Comedy,"Trailblazing comic Aditi Mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings.",2017,7,
s5373,TV Show,Ari Shaffir: Double Negative,Eric Abrams,United States,2017-07-18,2017,TV-MA,,Stand-Up Comedy & Talk Shows,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",2017,7,1
s5374,Movie,Uncertain Glory,Agustí Villaronga,Spain,2017-07-17,2017,TV-MA,116,Dramas,"When Lluís, a disinterested Spanish soldier, meets Carlana, he falls quickly in love, but soon discovers that Carlana's true passion is power.",2017,7,
s5375,Movie,Amar,Esteban Crespo,Spain,2017-07-15,2017,TV-MA,104,Dramas,"Young Laura and Carlos experience the intensity and fragility of first love, as life realities gradually tarnish their idealized notions of romance.",2017,7,
s5376,Movie,Buddy Thunderstruck: The Maybe Pile,Harry Chaskin,United States,2017-07-14,2017,TV-Y7,14,Children & Family Movies,"Champion truck-racing dog Buddy and his best friend, ferret mechanic Darnell, paw through the ""maybe pile"" and test out a bunch of crazy stunts.",2017,7,
s5378,Movie,To the Bone,Marti Noxon,United States,2017-07-14,2017,TV-MA,108,Dramas,"Ellen, a 20-year-old with anorexia nervosa, goes on a harrowing, sometimes funny journey of self-discovery at a group home run by an unusual doctor.",2017,7,
s5379,Movie,D.L. Hughley: Clear,Jay Chapman,United States,2017-07-13,2014,TV-MA,59,Stand-Up Comedy,"In this 2014 standup special filmed in San Francisco, comedic genius D.L. Hughley entertains with his hilarious take on current affairs and more.",2017,7,
s5380,Movie,Tom Segura: Completely Normal,Jay Chapman,United States,2017-07-13,2014,TV-MA,74,Stand-Up Comedy,Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.,2017,7,
s5382,TV Show,Degrassi: Next Class,Stefan Brogren,Canada,2017-07-07,2017,TV-14,,International TV Shows,"Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life.",2017,7,4
